,date,temp,dew_pt,hum,wind_spd,wind_gust,dir,vis,pressure,wind_chill,heat_index,precip,precip_rate,precip_total,cond,fog,rain,snow,hail,thunder,tornado
601,18-03-2018 11:30,86,74,61,4.6,NA,South,2,29.89,NA,NA,NA,NA,NA,,0,0,0,0,0,0
602,18-03-2018 14:30,87,79,71,13.8,NA,South,2,29.83,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
603,18-03-2018 17:30,82,78,83,11.5,NA,South,2,29.83,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
604,18-03-2018 20:30,81,79,92,11.5,NA,South,2,29.88,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
605,18-03-2018 23:30,80,78,93,9.2,NA,South,2,29.9,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
606,19-03-2018 02:30,78,77,97,6.9,NA,SW,1,29.86,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
607,19-03-2018 05:30,74,74,100,0,NA,,1,29.9,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
608,19-03-2018 08:30,80,76,85,0,NA,,1,29.96,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
609,19-03-2018 11:30,85,76,68,4.6,NA,South,2,29.95,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
610,19-03-2018 14:30,88,80,72,9.2,NA,South,2,29.86,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
611,19-03-2018 17:30,84,79,80,6.9,NA,South,2,29.84,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
612,19-03-2018 20:30,82,79,89,4.6,NA,South,2,29.9,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
613,19-03-2018 23:30,79,76,89,6.9,NA,SW,2,29.9,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
614,20-03-2018 02:30,77,74,90,3.5,NA,WSW,1,29.86,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
615,20-03-2018 05:30,76,73,86,4.6,NA,SW,1,29.83,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
616,20-03-2018 08:30,80,74,77,0,NA,,1,29.91,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
617,20-03-2018 11:30,86,74,60,2.3,NA,South,2,29.87,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
618,20-03-2018 14:30,88,78,65,4.6,NA,South,2,29.77,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
619,20-03-2018 17:30,84,80,86,6.9,NA,South,2,29.75,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
620,20-03-2018 20:30,82,78,86,9.2,NA,South,2,29.81,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
621,20-03-2018 23:30,80,77,86,9.2,NA,SSW,1,29.81,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
622,21-03-2018 02:30,78,75,89,4.6,NA,SSW,1,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
623,21-03-2018 05:30,75,70,81,0,NA,,1,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
624,21-03-2018 08:30,80,74,78,2.3,NA,South,2,29.84,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
625,21-03-2018 11:30,86,79,73,4.6,NA,South,2,29.83,NA,NA,NA,NA,NA,,0,0,0,0,0,0
626,21-03-2018 14:30,86,79,75,5.8,NA,South,2,29.73,NA,NA,NA,NA,NA,,0,0,0,0,0,0
627,21-03-2018 17:30,83,79,83,6.9,NA,South,2,29.73,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
628,21-03-2018 20:30,82,79,87,9.2,NA,South,2,29.79,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
629,21-03-2018 23:30,81,79,90,9.2,NA,SSW,2,29.78,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
630,22-03-2018 02:30,79,77,90,4.6,NA,SSW,1,29.75,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
631,22-03-2018 05:30,78,76,91,0,NA,,1,29.74,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
632,22-03-2018 08:30,79,78,94,0,NA,,2,29.79,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
633,22-03-2018 11:30,85,78,75,2.3,NA,South,2,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
634,22-03-2018 14:30,86,81,82,9.2,NA,South,2,29.68,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
635,22-03-2018 17:30,82,79,87,11.5,NA,South,1,29.68,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
636,22-03-2018 20:30,82,80,93,9.2,NA,South,1,29.73,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
637,22-03-2018 23:30,81,80,97,6.9,NA,South,1,29.74,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
638,23-03-2018 02:30,81,80,96,4.6,NA,South,1,29.71,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
639,23-03-2018 05:30,79,79,98,4.6,NA,SSW,1,29.73,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
640,23-03-2018 08:30,82,78,85,0,NA,,1,29.8,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
641,23-03-2018 11:30,86,80,76,2.3,NA,SE,2,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
642,23-03-2018 14:30,86,81,81,4.6,NA,South,2,29.7,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
643,23-03-2018 17:30,83,81,91,6.9,NA,South,2,29.71,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
644,23-03-2018 20:30,82,80,93,6.9,NA,SW,2,29.78,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
645,23-03-2018 23:30,81,80,97,6.9,NA,SSW,1,29.8,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
646,24-03-2018 02:30,81,79,92,5.8,NA,SSW,1,29.78,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
647,24-03-2018 05:30,80,78,93,2.3,NA,North,1,29.82,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
648,24-03-2018 08:30,81,78,90,2.3,NA,SW,1,29.89,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
649,24-03-2018 11:30,86,81,81,4.6,NA,South,2,29.87,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
650,24-03-2018 14:30,86,82,83,4.6,NA,South,2,29.78,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
651,24-03-2018 17:30,83,81,92,6.9,NA,South,2,29.79,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
652,24-03-2018 20:30,82,80,90,6.9,NA,SSW,1,29.88,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
653,24-03-2018 23:30,81,78,88,4.6,NA,SSW,1,29.89,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
654,25-03-2018 02:30,80,77,88,4.6,NA,SSW,1,29.86,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
655,25-03-2018 05:30,78,76,91,0,NA,,1,29.88,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
656,25-03-2018 08:30,82,80,92,4.6,NA,SW,1,29.94,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
657,25-03-2018 11:30,86,80,79,6.9,NA,South,2,29.93,NA,NA,NA,NA,NA,,0,0,0,0,0,0
658,25-03-2018 14:30,86,80,76,6.9,NA,South,2,29.85,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
659,25-03-2018 17:30,83,79,85,6.9,NA,South,2,29.86,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
660,25-03-2018 20:30,82,80,90,5.8,NA,SSW,2,29.93,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
661,25-03-2018 23:30,81,79,90,5.8,NA,SSW,2,29.94,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
662,26-03-2018 02:30,80,77,88,4.6,NA,SSW,1,29.91,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
663,26-03-2018 05:30,79,76,89,5.8,NA,SSW,1,29.87,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
664,26-03-2018 08:30,82,78,83,9.2,NA,SW,2,29.94,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
665,26-03-2018 11:30,86,80,76,9.2,NA,SSW,2,29.91,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
666,26-03-2018 14:30,87,81,79,13.8,NA,SSW,2,29.81,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
667,26-03-2018 17:30,83,78,82,13.8,NA,SSW,2,29.8,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
668,26-03-2018 20:30,82,79,89,13.8,NA,South,2,29.84,NA,NA,NA,NA,NA,,0,0,0,0,0,0
669,26-03-2018 23:30,81,79,92,13.8,NA,South,1,29.84,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
670,27-03-2018 02:30,80,78,90,11.5,NA,SW,1,29.81,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
671,27-03-2018 05:30,78,76,94,4.6,NA,SW,1,29.8,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
672,27-03-2018 08:30,81,78,87,6.9,NA,South,2,29.88,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
673,27-03-2018 11:30,85,79,77,9.2,NA,South,2,29.86,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
674,27-03-2018 14:30,86,81,81,13.8,NA,South,2,29.76,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
675,27-03-2018 17:30,83,79,85,11.5,NA,SSW,2,29.74,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
676,27-03-2018 20:30,81,78,87,11.5,NA,South,2,29.8,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
677,27-03-2018 23:30,80,78,93,12.7,NA,SSW,2,29.81,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
678,28-03-2018 02:30,79,77,92,9.2,NA,SSW,1,29.78,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
679,28-03-2018 05:30,75,73,92,0,NA,,1,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
680,28-03-2018 08:30,79,75,83,4.6,NA,South,2,29.85,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
681,28-03-2018 11:30,85,79,77,6.9,NA,South,2,29.83,NA,NA,NA,NA,NA,,0,0,0,0,0,0
682,28-03-2018 14:30,86,80,77,13.8,NA,South,2,29.73,NA,NA,NA,NA,NA,,0,0,0,0,0,0
683,28-03-2018 17:30,82,79,89,13.8,NA,South,2,29.71,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
684,28-03-2018 20:30,81,78,88,11.5,NA,South,2,29.78,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
685,28-03-2018 23:30,80,77,89,13.8,NA,SSW,1,29.79,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
686,29-03-2018 02:30,79,76,88,6.9,NA,SSW,1,29.76,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
687,29-03-2018 05:30,78,76,91,6.9,NA,SSW,2,29.76,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
688,29-03-2018 08:30,82,79,87,9.2,NA,South,1,29.82,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
689,29-03-2018 11:30,86,79,73,11.5,NA,South,2,29.81,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
690,29-03-2018 14:30,85,79,77,13.8,NA,SSW,2,29.7,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
691,29-03-2018 17:30,82,80,91,12.7,NA,SSW,2,29.7,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
692,29-03-2018 20:30,81,79,92,12.7,NA,SSW,2,29.77,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
693,29-03-2018 23:30,81,79,90,9.2,NA,SSW,2,29.76,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
694,30-03-2018 02:30,80,78,91,6.9,NA,SSW,1,29.73,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
695,30-03-2018 05:30,80,78,93,9.2,NA,SSW,1,29.75,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
696,30-03-2018 08:30,82,80,91,11.5,NA,SSW,1,29.81,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
697,30-03-2018 11:30,85,79,77,11.5,NA,SSW,2,29.8,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
698,30-03-2018 14:30,85,80,82,13.8,NA,SSW,2,29.71,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
699,30-03-2018 17:30,82,78,84,13.8,NA,SSW,2,29.69,NA,NA,NA,NA,NA,Thunderstorm,0,0,0,0,1,0
700,30-03-2018 20:30,81,80,94,13.8,NA,SSW,2,29.75,NA,NA,NA,NA,NA,,0,0,0,0,0,0
701,30-03-2018 23:30,81,80,94,13.8,NA,SSW,2,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
702,31-03-2018 02:30,80,79,95,11.5,NA,SW,1,29.74,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
703,31-03-2018 05:30,80,79,96,11.5,NA,SW,1,29.73,NA,NA,NA,NA,NA,,0,0,0,0,0,0
704,31-03-2018 08:30,82,78,83,9.2,NA,SSW,1,29.79,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
705,31-03-2018 11:30,85,80,79,13.8,NA,SSW,2,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
706,31-03-2018 14:30,84,79,81,16.1,NA,SSW,2,29.7,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
707,31-03-2018 17:30,81,79,91,16.1,NA,SSW,2,29.7,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
708,31-03-2018 20:30,81,79,91,11.5,NA,South,1,29.77,NA,NA,NA,NA,NA,Light Thunderstorm,0,0,0,0,1,0
709,31-03-2018 23:30,79,74,79,16.1,NA,SW,1,29.81,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
710,01-04-2018 02:30,77,72,79,9.2,NA,SW,1,29.78,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
711,01-04-2018 05:30,77,74,89,0,NA,,1,29.75,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
712,01-04-2018 08:30,81,76,82,2.3,NA,South,2,29.83,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
713,01-04-2018 11:30,86,77,68,4.6,NA,South,2,29.84,NA,NA,NA,NA,NA,,0,0,0,0,0,0
714,01-04-2018 14:30,86,80,78,11.5,NA,South,2,29.73,NA,NA,NA,NA,NA,,0,0,0,0,0,0
715,01-04-2018 17:30,83,76,74,13.8,NA,South,2,29.67,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
716,01-04-2018 20:30,81,78,87,11.5,NA,SSW,2,29.81,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
717,01-04-2018 23:30,74,67,73,16.1,NA,NNW,1,29.98,NA,NA,NA,NA,NA,Thunderstorms and Rain,0,1,0,0,1,0
718,02-04-2018 02:30,73,69,83,0,NA,,1,29.87,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0
719,02-04-2018 05:30,77,69,69,6.9,NA,SW,1,29.81,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
720,02-04-2018 08:30,78,69,68,4.6,NA,North,2,29.84,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
721,02-04-2018 11:30,89,74,54,4.6,NA,ESE,2,29.85,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
722,02-04-2018 14:30,93,74,46,2.3,NA,East,2,29.81,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
723,02-04-2018 23:30,81,77,84,4.6,NA,South,2,29.87,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
724,03-04-2018 02:30,80,77,87,2.3,NA,South,1,29.84,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
725,03-04-2018 05:30,78,76,93,2.3,NA,South,1,29.82,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
726,03-04-2018 08:30,81,76,82,2.3,NA,South,2,29.86,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
727,03-04-2018 11:30,86,78,73,4.6,NA,SE,2,29.84,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
728,03-04-2018 14:30,87,79,72,13.8,NA,South,2,29.75,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
729,03-04-2018 17:30,82,78,85,11.5,NA,South,2,29.73,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
730,03-04-2018 20:30,82,79,89,6.9,NA,South,2,29.79,NA,NA,NA,NA,NA,,0,0,0,0,0,0
731,03-04-2018 23:30,81,79,92,6.9,NA,South,1,29.78,NA,NA,NA,NA,NA,,0,0,0,0,0,0
732,04-04-2018 02:30,80,78,93,6.9,NA,South,1,29.76,NA,NA,NA,NA,NA,,0,0,0,0,0,0
733,04-04-2018 05:30,77,76,95,0,NA,,1,29.76,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
734,04-04-2018 08:30,81,76,79,3.5,NA,South,2,29.82,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
735,04-04-2018 11:30,85,79,77,6.9,NA,South,2,29.78,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
736,04-04-2018 14:30,86,81,81,16.1,NA,South,2,29.7,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
737,04-04-2018 17:30,82,78,85,16.1,NA,SSW,2,29.66,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
738,04-04-2018 20:30,82,79,89,11.5,NA,SSW,2,29.75,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
739,04-04-2018 23:30,78,75,89,6.9,NA,South,1,29.8,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
740,05-04-2018 02:30,76,74,94,4.6,NA,South,1,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
741,05-04-2018 08:30,81,77,83,0,NA,,2,29.79,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
742,05-04-2018 11:30,86,79,73,5.8,NA,South,2,29.77,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
743,05-04-2018 14:30,86,77,69,13.8,NA,South,2,29.68,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
744,05-04-2018 17:30,83,78,82,13.8,NA,South,2,29.66,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
745,05-04-2018 20:30,82,78,84,13.8,NA,South,1,29.71,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
746,05-04-2018 23:30,81,76,82,13.8,NA,SSW,1,29.74,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
747,06-04-2018 02:30,80,76,84,9.2,NA,SSW,1,29.71,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
748,06-04-2018 05:30,80,76,84,11.5,NA,SSW,1,29.73,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
749,06-04-2018 08:30,83,79,85,11.5,NA,South,2,29.8,NA,NA,NA,NA,NA,,0,0,0,0,0,0
750,06-04-2018 11:30,86,79,75,13.8,NA,South,2,29.78,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
751,06-04-2018 14:30,86,80,79,13.8,NA,SSW,2,29.68,NA,NA,NA,NA,NA,,0,0,0,0,0,0
752,06-04-2018 17:30,83,80,86,13.8,NA,SSW,2,29.71,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
753,06-04-2018 20:30,82,79,87,11.5,NA,SW,2,29.75,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
754,06-04-2018 23:30,82,79,88,11.5,NA,South,2,29.76,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
755,07-04-2018 02:30,81,78,90,9.2,NA,South,1,29.73,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
756,07-04-2018 05:30,79,74,79,0,NA,,1,29.79,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
757,07-04-2018 08:30,84,79,81,6.9,NA,SW,1,29.82,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
758,07-04-2018 11:30,86,78,73,9.2,NA,SW,2,29.81,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
759,07-04-2018 14:30,88,80,72,9.2,NA,South,2,29.74,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
760,07-04-2018 17:30,83,81,92,10.4,NA,SSW,2,29.72,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
761,07-04-2018 20:30,75,70,81,13.8,NA,NW,1,29.83,NA,NA,NA,NA,NA,Thunderstorm,0,0,0,0,1,0
762,07-04-2018 23:30,74,72,92,9.2,NA,NW,1,29.84,NA,NA,NA,NA,NA,Light Rain,0,1,0,0,0,0
763,08-04-2018 02:30,74,70,85,0,NA,,1,29.82,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
764,08-04-2018 05:30,79,77,92,9.2,NA,East,1,29.84,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
765,08-04-2018 08:30,77,76,95,4.6,NA,NW,1,29.92,NA,NA,NA,NA,NA,Thunderstorm,0,0,0,0,1,0
766,08-04-2018 11:30,84,78,78,4.6,NA,SW,2,29.93,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
767,08-04-2018 14:30,88,79,67,4.6,NA,SE,2,29.82,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
768,08-04-2018 17:30,83,78,82,4.6,NA,SSE,2,29.8,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
769,08-04-2018 20:30,82,79,87,4.6,NA,South,2,29.87,NA,NA,NA,NA,NA,,0,0,0,0,0,0
770,08-04-2018 23:30,82,79,89,4.6,NA,South,1,29.9,NA,NA,NA,NA,NA,,0,0,0,0,0,0
771,09-04-2018 02:30,81,78,88,0,NA,,1,29.86,NA,NA,NA,NA,NA,,0,0,0,0,0,0
772,09-04-2018 05:30,80,78,93,0,NA,,1,29.88,NA,NA,NA,NA,NA,,0,0,0,0,0,0
773,09-04-2018 08:30,83,78,81,5.8,NA,SSW,2,29.94,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
774,09-04-2018 11:30,87,79,72,5.8,NA,South,2,29.88,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
775,09-04-2018 14:30,86,79,75,6.9,NA,South,2,29.8,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
776,09-04-2018 17:30,83,80,88,6.9,NA,South,2,29.78,NA,NA,NA,NA,NA,,0,0,0,0,0,0
777,09-04-2018 20:30,82,76,79,4.6,NA,South,1,29.86,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
778,09-04-2018 23:30,81,76,80,2.3,NA,South,1,29.89,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
779,10-04-2018 02:30,80,76,83,4.6,NA,South,1,29.86,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
780,10-04-2018 05:30,76,72,84,4.6,NA,North,1,29.85,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
781,10-04-2018 08:30,82,74,72,2.3,NA,North,2,29.9,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
782,10-04-2018 11:30,87,79,71,4.6,NA,South,2,29.85,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
783,10-04-2018 14:30,87,79,71,6.9,NA,South,2,29.76,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
784,10-04-2018 17:30,84,78,76,9.2,NA,South,2,29.75,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
785,10-04-2018 20:30,81,74,73,4.6,NA,South,2,29.81,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
786,10-04-2018 23:30,80,72,70,4.6,NA,SSW,2,29.83,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
787,11-04-2018 02:30,79,72,73,3.5,NA,SSW,1,29.8,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
788,11-04-2018 05:30,76,71,80,2.3,NA,West,1,29.82,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
789,11-04-2018 08:30,83,71,60,2.3,NA,South,2,29.88,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
790,11-04-2018 11:30,87,78,68,9.2,NA,South,2,29.85,NA,NA,NA,NA,NA,,0,0,0,0,0,0
791,11-04-2018 14:30,87,79,72,12.7,NA,South,2,29.76,NA,NA,NA,NA,NA,,0,0,0,0,0,0
792,11-04-2018 17:30,84,80,83,12.7,NA,South,2,29.76,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
793,11-04-2018 20:30,83,80,86,13.8,NA,South,2,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
794,11-04-2018 23:30,82,79,89,11.5,NA,South,1,29.79,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
795,12-04-2018 02:30,81,79,91,9.2,NA,South,1,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
796,12-04-2018 05:30,80,78,91,6.9,NA,SW,1,29.77,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
797,12-04-2018 08:30,83,79,84,4.6,NA,South,2,29.83,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
798,12-04-2018 11:30,87,80,74,6.9,NA,South,2,29.81,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
799,12-04-2018 14:30,84,80,83,13.8,NA,South,2,29.73,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
800,12-04-2018 17:30,84,79,82,16.1,NA,South,2,29.72,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
801,12-04-2018 20:30,79,74,79,6.9,NA,NW,1,29.86,NA,NA,NA,NA,NA,Light Thunderstorm,0,0,0,0,1,0
802,12-04-2018 23:30,77,72,79,6.9,NA,NNW,1,29.82,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
803,13-04-2018 02:30,75,70,81,2.3,NA,SW,1,29.8,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
804,13-04-2018 05:30,75,71,83,0,NA,,1,29.78,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
805,13-04-2018 08:30,81,73,72,0,NA,,2,29.85,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
806,13-04-2018 11:30,87,78,69,3.5,NA,South,2,29.85,NA,NA,NA,NA,NA,,0,0,0,0,0,0
807,13-04-2018 14:30,89,81,70,9.2,NA,South,2,29.76,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
808,13-04-2018 17:30,85,79,79,9.2,NA,South,2,29.74,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
809,13-04-2018 20:30,83,80,88,11.5,NA,South,2,29.82,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
810,13-04-2018 23:30,83,80,89,11.5,NA,South,2,29.81,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
